"","Kod","Nazwa","Miasta...wieś","Płeć","Przyczyny.zgonów","Rok","Wartosc","Jednostka.miary","Atrybut","X"
"48347",2600000,"ŚWIĘTOKRZYSKIE","wieś","mężczyźni","wady rozwojowe wrodzone, zniekształcenia i aberracje chromosomowe",2016,2,"-",NA,NA
"48348",2600000,"ŚWIĘTOKRZYSKIE","wieś","mężczyźni","wady rozwojowe wrodzone, zniekształcenia i aberracje chromosomowe",2017,2,"-",NA,NA
"48349",2600000,"ŚWIĘTOKRZYSKIE","wieś","mężczyźni","wady rozwojowe wrodzone, zniekształcenia i aberracje chromosomowe",2018,2.6,"-",NA,NA
"48350",2600000,"ŚWIĘTOKRZYSKIE","wieś","mężczyźni","objawy, cechy chorobowe i nieprawidłowe wyniki badań klinicznych i laboratoryjnych",2015,114.9,"-",NA,NA
"48351",2600000,"ŚWIĘTOKRZYSKIE","wieś","mężczyźni","objawy, cechy chorobowe i nieprawidłowe wyniki badań klinicznych i laboratoryjnych",2016,100.2,"-",NA,NA
"48352",2600000,"ŚWIĘTOKRZYSKIE","wieś","mężczyźni","objawy, cechy chorobowe i nieprawidłowe wyniki badań klinicznych i laboratoryjnych",2017,165.1,"-",NA,NA
"48353",2600000,"ŚWIĘTOKRZYSKIE","wieś","mężczyźni","objawy, cechy chorobowe i nieprawidłowe wyniki badań klinicznych i laboratoryjnych",2018,192.4,"-",NA,NA
"48354",2600000,"ŚWIĘTOKRZYSKIE","wieś","mężczyźni","zewnętrzne przyczyny zgonu",2015,90.4,"-",NA,NA
"48355",2600000,"ŚWIĘTOKRZYSKIE","wieś","mężczyźni","zewnętrzne przyczyny zgonu",2016,87.2,"-",NA,NA
"48356",2600000,"ŚWIĘTOKRZYSKIE","wieś","mężczyźni","zewnętrzne przyczyny zgonu",2017,93.4,"-",NA,NA
"48357",2600000,"ŚWIĘTOKRZYSKIE","wieś","mężczyźni","zewnętrzne przyczyny zgonu",2018,95.8,"-",NA,NA
"48358",2600000,"ŚWIĘTOKRZYSKIE","wieś","mężczyźni","wypadki komunikacyjne",2015,24.5,"-",NA,NA
"48359",2600000,"ŚWIĘTOKRZYSKIE","wieś","mężczyźni","wypadki komunikacyjne",2016,21.9,"-",NA,NA
"48360",2600000,"ŚWIĘTOKRZYSKIE","wieś","mężczyźni","wypadki komunikacyjne",2017,23.2,"-",NA,NA
"48361",2600000,"ŚWIĘTOKRZYSKIE","wieś","mężczyźni","wypadki komunikacyjne",2018,33.4,"-",NA,NA
"48362",2600000,"ŚWIĘTOKRZYSKIE","wieś","mężczyźni","samobójstwa",2015,36.6,"-",NA,NA
"48363",2600000,"ŚWIĘTOKRZYSKIE","wieś","mężczyźni","samobójstwa",2016,35.2,"-",NA,NA
"48364",2600000,"ŚWIĘTOKRZYSKIE","wieś","mężczyźni","samobójstwa",2017,37.1,"-",NA,NA
"48365",2600000,"ŚWIĘTOKRZYSKIE","wieś","mężczyźni","samobójstwa",2018,33.4,"-",NA,NA
"48366",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","ogółem",2015,1098.6,"-",NA,NA
"48367",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","ogółem",2016,1086.4,"-",NA,NA
"48368",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","ogółem",2017,1127.8,"-",NA,NA
"48369",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","ogółem",2018,1133.2,"-",NA,NA
"48370",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","choroby zakaźne i pasożytnicze",2015,1.4,"-",NA,NA
"48371",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","choroby zakaźne i pasożytnicze",2016,1.4,"-",NA,NA
"48372",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","choroby zakaźne i pasożytnicze",2017,2.3,"-",NA,NA
"48373",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","choroby zakaźne i pasożytnicze",2018,0.6,"-",NA,NA
"48374",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","gruźlica",2015,1.1,"-",NA,NA
"48375",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","gruźlica",2016,0.6,"-",NA,NA
"48376",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","gruźlica",2017,0.6,"-",NA,NA
"48377",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","gruźlica",2018,0.6,"-",NA,NA
"48378",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","nowotwory",2015,191.3,"-",NA,NA
"48379",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","nowotwory",2016,222.6,"-",NA,NA
"48380",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","nowotwory",2017,198.9,"-",NA,NA
"48381",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","nowotwory",2018,201.7,"-",NA,NA
"48382",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","nowotwory złośliwe",2015,186.7,"-",NA,NA
"48383",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","nowotwory złośliwe",2016,216.5,"-",NA,NA
"48384",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","nowotwory złośliwe",2017,184.2,"-",NA,NA
"48385",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","nowotwory złośliwe",2018,189.5,"-",NA,NA
"48386",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","nowotwór złośliwy żołądka",2015,10.6,"-",NA,NA
"48387",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","nowotwór złośliwy żołądka",2016,9.5,"-",NA,NA
"48388",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","nowotwór złośliwy żołądka",2017,8.6,"-",NA,NA
"48389",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","nowotwór złośliwy żołądka",2018,7.3,"-",NA,NA
"48390",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","nowotwór złośliwy trzustki",2015,10.6,"-",NA,NA
"48391",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","nowotwór złośliwy trzustki",2016,9.5,"-",NA,NA
"48392",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","nowotwór złośliwy trzustki",2017,14.1,"-",NA,NA
"48393",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","nowotwór złośliwy trzustki",2018,11.6,"-",NA,NA
"48394",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","nowotwór złośliwy tchawicy, oskrzela i płuca",2015,20.6,"-",NA,NA
"48395",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","nowotwór złośliwy tchawicy, oskrzela i płuca",2016,26.7,"-",NA,NA
"48396",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","nowotwór złośliwy tchawicy, oskrzela i płuca",2017,21.3,"-",NA,NA
"48397",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","nowotwór złośliwy tchawicy, oskrzela i płuca",2018,27.4,"-",NA,NA
"48398",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","nowotwór złośliwy sutka",2015,25.2,"-",NA,NA
"48399",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","nowotwór złośliwy sutka",2016,28.4,"-",NA,NA
"48400",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","nowotwór złośliwy sutka",2017,23.6,"-",NA,NA
"48401",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","nowotwór złośliwy sutka",2018,26.8,"-",NA,NA
"48402",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","nowotwór złośliwy szyjki macicy",2015,8.6,"-",NA,NA
"48403",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","nowotwór złośliwy szyjki macicy",2016,7.7,"-",NA,NA
"48404",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","nowotwór złośliwy szyjki macicy",2017,4.3,"-",NA,NA
"48405",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","nowotwór złośliwy szyjki macicy",2018,6.1,"-",NA,NA
"48406",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","nowotwór złośliwy gruczołu krokowego",2015,0,"-",NA,NA
"48407",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","nowotwór złośliwy gruczołu krokowego",2016,0,"-",NA,NA
"48408",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","nowotwór złośliwy gruczołu krokowego",2017,0,"-",NA,NA
"48409",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","nowotwór złośliwy gruczołu krokowego",2018,0,"-",NA,NA
"48410",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","białaczka",2015,3.7,"-",NA,NA
"48411",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","białaczka",2016,5.7,"-",NA,NA
"48412",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","białaczka",2017,7.2,"-",NA,NA
"48413",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","białaczka",2018,4.7,"-",NA,NA
"48414",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","zaburzenia wydzielania wewnętrznego, stanu odżywiania i przemiany metabolicznej",2015,18,"-",NA,NA
"48415",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","zaburzenia wydzielania wewnętrznego, stanu odżywiania i przemiany metabolicznej",2016,19.5,"-",NA,NA
"48416",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","zaburzenia wydzielania wewnętrznego, stanu odżywiania i przemiany metabolicznej",2017,21.3,"-",NA,NA
"48417",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","zaburzenia wydzielania wewnętrznego, stanu odżywiania i przemiany metabolicznej",2018,18.9,"-",NA,NA
"48418",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","cukrzyca",2015,17.8,"-",NA,NA
"48419",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","cukrzyca",2016,19.5,"-",NA,NA
"48420",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","cukrzyca",2017,20.8,"-",NA,NA
"48421",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","cukrzyca",2018,18.9,"-",NA,NA
"48422",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","zaburzenia psychiczne i zaburzenia zachowania",2015,0,"-",NA,NA
"48423",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","zaburzenia psychiczne i zaburzenia zachowania",2016,0.3,"-",NA,NA
"48424",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","zaburzenia psychiczne i zaburzenia zachowania",2017,0.6,"-",NA,NA
"48425",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","zaburzenia psychiczne i zaburzenia zachowania",2018,0,"-",NA,NA
"48426",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","choroby układu nerwowego i narządów zmysłów",2015,8.3,"-",NA,NA
"48427",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","choroby układu nerwowego i narządów zmysłów",2016,11.8,"-",NA,NA
"48428",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","choroby układu nerwowego i narządów zmysłów",2017,9.8,"-",NA,NA
"48429",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","choroby układu nerwowego i narządów zmysłów",2018,12.5,"-",NA,NA
"48430",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","choroba Alzheimera",2015,4.3,"-",NA,NA
"48431",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","choroba Alzheimera",2016,5.2,"-",NA,NA
"48432",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","choroba Alzheimera",2017,4.3,"-",NA,NA
"48433",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","choroba Alzheimera",2018,5.2,"-",NA,NA
"48434",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","choroby układu krążenia",2015,734.7,"-",NA,NA
"48435",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","choroby układu krążenia",2016,672.3,"-",NA,NA
"48436",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","choroby układu krążenia",2017,668.9,"-",NA,NA
"48437",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","choroby układu krążenia",2018,649.4,"-",NA,NA
"48438",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","choroba nadciśnieniowa",2015,0.6,"-",NA,NA
"48439",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","choroba nadciśnieniowa",2016,6.6,"-",NA,NA
"48440",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","choroba nadciśnieniowa",2017,28,"-",NA,NA
"48441",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","choroba nadciśnieniowa",2018,20.4,"-",NA,NA
"48442",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","choroba niedokrwienna serca",2015,49.8,"-",NA,NA
"48443",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","choroba niedokrwienna serca",2016,81.2,"-",NA,NA
"48444",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","choroba niedokrwienna serca",2017,94,"-",NA,NA
"48445",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","choroba niedokrwienna serca",2018,100.7,"-",NA,NA
"48446",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","ostry zawał serca",2015,20.9,"-",NA,NA
"48447",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","ostry zawał serca",2016,17.8,"-",NA,NA
"48448",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","ostry zawał serca",2017,25.1,"-",NA,NA
"48449",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","ostry zawał serca",2018,21.3,"-",NA,NA
"48450",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","choroby naczyń mózgowych",2015,95.6,"-",NA,NA
"48451",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","choroby naczyń mózgowych",2016,82.3,"-",NA,NA
"48452",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","choroby naczyń mózgowych",2017,81.6,"-",NA,NA
"48453",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","choroby naczyń mózgowych",2018,79.5,"-",NA,NA
"48454",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","miażdżyca",2015,233.1,"-",NA,NA
"48455",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","miażdżyca",2016,237.5,"-",NA,NA
"48456",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","miażdżyca",2017,228.9,"-",NA,NA
"48457",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","miażdżyca",2018,218.9,"-",NA,NA
"48458",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","choroby układu oddechowego",2015,28.6,"-",NA,NA
"48459",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","choroby układu oddechowego",2016,39.6,"-",NA,NA
"48460",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","choroby układu oddechowego",2017,43.5,"-",NA,NA
"48461",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","choroby układu oddechowego",2018,34.1,"-",NA,NA
"48462",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","choroby układu trawiennego",2015,10,"-",NA,NA
"48463",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","choroby układu trawiennego",2016,19.8,"-",NA,NA
"48464",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","choroby układu trawiennego",2017,21.9,"-",NA,NA
"48465",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","choroby układu trawiennego",2018,15.4,"-",NA,NA
"48466",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","zwłóknienie i marskość wątroby",2015,1.4,"-",NA,NA
"48467",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","zwłóknienie i marskość wątroby",2016,3.2,"-",NA,NA
"48468",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","zwłóknienie i marskość wątroby",2017,3.7,"-",NA,NA
"48469",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","zwłóknienie i marskość wątroby",2018,3.2,"-",NA,NA
"48470",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","choroby układu moczowo-płciowego",2015,0.3,"-",NA,NA
"48471",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","choroby układu moczowo-płciowego",2016,0.9,"-",NA,NA
"48472",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","choroby układu moczowo-płciowego",2017,2,"-",NA,NA
"48473",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","choroby układu moczowo-płciowego",2018,0.3,"-",NA,NA
"48474",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","ciąża, poród i połóg",2015,0,"-",NA,NA
"48475",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","ciąża, poród i połóg",2016,0,"-",NA,NA
"48476",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","ciąża, poród i połóg",2017,0.3,"-",NA,NA
"48477",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","ciąża, poród i połóg",2018,0,"-",NA,NA
"48478",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","stany rozpoczynające się w okresie okołoporodowym",2015,2.6,"-",NA,NA
"48479",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","stany rozpoczynające się w okresie okołoporodowym",2016,1.7,"-",NA,NA
"48480",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","stany rozpoczynające się w okresie okołoporodowym",2017,0.9,"-",NA,NA
"48481",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","stany rozpoczynające się w okresie okołoporodowym",2018,0.9,"-",NA,NA
"48482",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","wady rozwojowe wrodzone, zniekształcenia i aberracje chromosomowe",2015,0.9,"-",NA,NA
"48483",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","wady rozwojowe wrodzone, zniekształcenia i aberracje chromosomowe",2016,0.9,"-",NA,NA
"48484",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","wady rozwojowe wrodzone, zniekształcenia i aberracje chromosomowe",2017,2.6,"-",NA,NA
"48485",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","wady rozwojowe wrodzone, zniekształcenia i aberracje chromosomowe",2018,2.9,"-",NA,NA
"48486",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","objawy, cechy chorobowe i nieprawidłowe wyniki badań klinicznych i laboratoryjnych",2015,84.7,"-",NA,NA
"48487",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","objawy, cechy chorobowe i nieprawidłowe wyniki badań klinicznych i laboratoryjnych",2016,74,"-",NA,NA
"48488",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","objawy, cechy chorobowe i nieprawidłowe wyniki badań klinicznych i laboratoryjnych",2017,134.1,"-",NA,NA
"48489",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","objawy, cechy chorobowe i nieprawidłowe wyniki badań klinicznych i laboratoryjnych",2018,177,"-",NA,NA
"48490",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","zewnętrzne przyczyny zgonu",2015,16.6,"-",NA,NA
"48491",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","zewnętrzne przyczyny zgonu",2016,20.6,"-",NA,NA
"48492",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","zewnętrzne przyczyny zgonu",2017,19,"-",NA,NA
"48493",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","zewnętrzne przyczyny zgonu",2018,17.2,"-",NA,NA
"48494",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","wypadki komunikacyjne",2015,3.7,"-",NA,NA
"48495",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","wypadki komunikacyjne",2016,8.3,"-",NA,NA
"48496",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","wypadki komunikacyjne",2017,6.3,"-",NA,NA
"48497",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","wypadki komunikacyjne",2018,5.5,"-",NA,NA
"48498",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","samobójstwa",2015,5.4,"-",NA,NA
"48499",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","samobójstwa",2016,2.6,"-",NA,NA
"48500",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","samobójstwa",2017,2.3,"-",NA,NA
"48501",2600000,"ŚWIĘTOKRZYSKIE","wieś","kobiety","samobójstwa",2018,4.4,"-",NA,NA
"48502",2800000,"WARMIŃSKO-MAZURSKIE","ogółem","ogółem","ogółem",2015,960.9,"-",NA,NA
"48503",2800000,"WARMIŃSKO-MAZURSKIE","ogółem","ogółem","ogółem",2016,979.1,"-",NA,NA
"48504",2800000,"WARMIŃSKO-MAZURSKIE","ogółem","ogółem","ogółem",2017,1005.2,"-",NA,NA
"48505",2800000,"WARMIŃSKO-MAZURSKIE","ogółem","ogółem","ogółem",2018,1046.1,"-",NA,NA
"48506",2800000,"WARMIŃSKO-MAZURSKIE","ogółem","ogółem","choroby zakaźne i pasożytnicze",2015,5.7,"-",NA,NA
"48507",2800000,"WARMIŃSKO-MAZURSKIE","ogółem","ogółem","choroby zakaźne i pasożytnicze",2016,4.7,"-",NA,NA
"48508",2800000,"WARMIŃSKO-MAZURSKIE","ogółem","ogółem","choroby zakaźne i pasożytnicze",2017,4.7,"-",NA,NA
"48509",2800000,"WARMIŃSKO-MAZURSKIE","ogółem","ogółem","choroby zakaźne i pasożytnicze",2018,5.6,"-",NA,NA
"48510",2800000,"WARMIŃSKO-MAZURSKIE","ogółem","ogółem","gruźlica",2015,1.7,"-",NA,NA
"48511",2800000,"WARMIŃSKO-MAZURSKIE","ogółem","ogółem","gruźlica",2016,1.4,"-",NA,NA
"48512",2800000,"WARMIŃSKO-MAZURSKIE","ogółem","ogółem","gruźlica",2017,1,"-",NA,NA
"48513",2800000,"WARMIŃSKO-MAZURSKIE","ogółem","ogółem","gruźlica",2018,1.7,"-",NA,NA
"48514",2800000,"WARMIŃSKO-MAZURSKIE","ogółem","ogółem","nowotwory",2015,278.4,"-",NA,NA
"48515",2800000,"WARMIŃSKO-MAZURSKIE","ogółem","ogółem","nowotwory",2016,282.7,"-",NA,NA
"48516",2800000,"WARMIŃSKO-MAZURSKIE","ogółem","ogółem","nowotwory",2017,267.8,"-",NA,NA
"48517",2800000,"WARMIŃSKO-MAZURSKIE","ogółem","ogółem","nowotwory",2018,281.9,"-",NA,NA
"48518",2800000,"WARMIŃSKO-MAZURSKIE","ogółem","ogółem","nowotwory złośliwe",2015,262.1,"-",NA,NA
"48519",2800000,"WARMIŃSKO-MAZURSKIE","ogółem","ogółem","nowotwory złośliwe",2016,262.6,"-",NA,NA
"48520",2800000,"WARMIŃSKO-MAZURSKIE","ogółem","ogółem","nowotwory złośliwe",2017,245.1,"-",NA,NA
"48521",2800000,"WARMIŃSKO-MAZURSKIE","ogółem","ogółem","nowotwory złośliwe",2018,256.1,"-",NA,NA
"48522",2800000,"WARMIŃSKO-MAZURSKIE","ogółem","ogółem","nowotwór złośliwy żołądka",2015,13.9,"-",NA,NA
"48523",2800000,"WARMIŃSKO-MAZURSKIE","ogółem","ogółem","nowotwór złośliwy żołądka",2016,15.3,"-",NA,NA
"48524",2800000,"WARMIŃSKO-MAZURSKIE","ogółem","ogółem","nowotwór złośliwy żołądka",2017,14.8,"-",NA,NA
"48525",2800000,"WARMIŃSKO-MAZURSKIE","ogółem","ogółem","nowotwór złośliwy żołądka",2018,13.6,"-",NA,NA
"48526",2800000,"WARMIŃSKO-MAZURSKIE","ogółem","ogółem","nowotwór złośliwy trzustki",2015,12.4,"-",NA,NA
"48527",2800000,"WARMIŃSKO-MAZURSKIE","ogółem","ogółem","nowotwór złośliwy trzustki",2016,12.9,"-",NA,NA
"48528",2800000,"WARMIŃSKO-MAZURSKIE","ogółem","ogółem","nowotwór złośliwy trzustki",2017,10.6,"-",NA,NA
"48529",2800000,"WARMIŃSKO-MAZURSKIE","ogółem","ogółem","nowotwór złośliwy trzustki",2018,12.1,"-",NA,NA
"48530",2800000,"WARMIŃSKO-MAZURSKIE","ogółem","ogółem","nowotwór złośliwy tchawicy, oskrzela i płuca",2015,71.1,"-",NA,NA
"48531",2800000,"WARMIŃSKO-MAZURSKIE","ogółem","ogółem","nowotwór złośliwy tchawicy, oskrzela i płuca",2016,72.5,"-",NA,NA
"48532",2800000,"WARMIŃSKO-MAZURSKIE","ogółem","ogółem","nowotwór złośliwy tchawicy, oskrzela i płuca",2017,61.2,"-",NA,NA
"48533",2800000,"WARMIŃSKO-MAZURSKIE","ogółem","ogółem","nowotwór złośliwy tchawicy, oskrzela i płuca",2018,66.2,"-",NA,NA
"48534",2800000,"WARMIŃSKO-MAZURSKIE","ogółem","ogółem","nowotwór złośliwy sutka",2015,13.2,"-",NA,NA
"48535",2800000,"WARMIŃSKO-MAZURSKIE","ogółem","ogółem","nowotwór złośliwy sutka",2016,15.8,"-",NA,NA
"48536",2800000,"WARMIŃSKO-MAZURSKIE","ogółem","ogółem","nowotwór złośliwy sutka",2017,14.9,"-",NA,NA
"48537",2800000,"WARMIŃSKO-MAZURSKIE","ogółem","ogółem","nowotwór złośliwy sutka",2018,15,"-",NA,NA
"48538",2800000,"WARMIŃSKO-MAZURSKIE","ogółem","ogółem","nowotwór złośliwy szyjki macicy",2015,4.6,"-",NA,NA
"48539",2800000,"WARMIŃSKO-MAZURSKIE","ogółem","ogółem","nowotwór złośliwy szyjki macicy",2016,4.3,"-",NA,NA
"48540",2800000,"WARMIŃSKO-MAZURSKIE","ogółem","ogółem","nowotwór złośliwy szyjki macicy",2017,4,"-",NA,NA
"48541",2800000,"WARMIŃSKO-MAZURSKIE","ogółem","ogółem","nowotwór złośliwy szyjki macicy",2018,3.1,"-",NA,NA
"48542",2800000,"WARMIŃSKO-MAZURSKIE","ogółem","ogółem","nowotwór złośliwy gruczołu krokowego",2015,14.3,"-",NA,NA
"48543",2800000,"WARMIŃSKO-MAZURSKIE","ogółem","ogółem","nowotwór złośliwy gruczołu krokowego",2016,14.8,"-",NA,NA
"48544",2800000,"WARMIŃSKO-MAZURSKIE","ogółem","ogółem","nowotwór złośliwy gruczołu krokowego",2017,13.5,"-",NA,NA
"48545",2800000,"WARMIŃSKO-MAZURSKIE","ogółem","ogółem","nowotwór złośliwy gruczołu krokowego",2018,14.4,"-",NA,NA
"48546",2800000,"WARMIŃSKO-MAZURSKIE","ogółem","ogółem","białaczka",2015,7.4,"-",NA,NA
"48547",2800000,"WARMIŃSKO-MAZURSKIE","ogółem","ogółem","białaczka",2016,7.7,"-",NA,NA
"48548",2800000,"WARMIŃSKO-MAZURSKIE","ogółem","ogółem","białaczka",2017,6.9,"-",NA,NA
"48549",2800000,"WARMIŃSKO-MAZURSKIE","ogółem","ogółem","białaczka",2018,8,"-",NA,NA
"48550",2800000,"WARMIŃSKO-MAZURSKIE","ogółem","ogółem","zaburzenia wydzielania wewnętrznego, stanu odżywiania i przemiany metabolicznej",2015,25.7,"-",NA,NA
